#Original	New
ERR1857044_NC_009333.1_1:1.1208	LOC_1
LOC_2442	linear
LOC_2443	linear
LOC_2444	linear
LOC_2445	linear
LOC_2446	linear
LOC_2447	linear
LOC_2448	linear
LOC_2449	linear
LOC_245	linear
LOC_2450	linear
LOC_2451	linear
LOC_2452	linear
LOC_2453	linear
LOC_2454	linear
LOC_2455	linear
LOC_2456	linear
LOC_2457	linear
LOC_2458	linear
LOC_2459	linear
LOC_246	linear
LOC_2460	linear
LOC_2461	linear
LOC_2462	linear
LOC_2463	linear
LOC_2464	linear
LOC_2465	linear
LOC_2466	linear
LOC_2467	linear
LOC_2468	linear
LOC_2469	linear
LOC_247	linear
LOC_2470	linear
LOC_2471	linear
LOC_2472	linear
LOC_2473	linear
LOC_2474	linear
LOC_2475	linear
LOC_2476	linear
LOC_2477	linear
LOC_2478	linear
LOC_2479	linear
LOC_248	linear
LOC_2480	linear
LOC_2481	linear
LOC_2482	linear
LOC_2483	linear
LOC_2484	linear
LOC_2485	linear
LOC_2486	linear
LOC_2487	linear
LOC_2488	linear
LOC_2489	linear
LOC_249	linear
LOC_2490	linear
LOC_2491	linear
LOC_2492	linear
LOC_2493	linear
LOC_2494	linear
LOC_2495	linear
LOC_2496	linear
LOC_2497	linear
LOC_2498	linear
LOC_2499	linear
LOC_25	linear
LOC_250	linear
LOC_2500	linear
LOC_2501	linear
LOC_2502	linear
LOC_2503	linear
LOC_2504	linear
LOC_2505	linear
LOC_2506	linear
LOC_2507	linear
LOC_2508	linear
LOC_2509	linear
LOC_251	linear
LOC_2510	linear
LOC_2511	linear
LOC_2512	linear
LOC_2513	linear
LOC_2514	linear
LOC_2515	linear
LOC_2516	linear
LOC_2517	linear
LOC_2518	linear
LOC_2519	linear
LOC_252	linear
LOC_2520	linear
LOC_2521	linear
LOC_2522	linear
LOC_2523	linear
LOC_2524	linear
LOC_2525	linear
LOC_2526	linear
LOC_2527	linear
LOC_2528	linear
LOC_2529	linear
LOC_253	linear
LOC_2530	linear
LOC_2531	linear
LOC_2532	linear
LOC_2533	linear
LOC_2534	linear
LOC_2535	linear
LOC_2536	linear
LOC_2537	linear
LOC_2538	linear
LOC_2539	linear
LOC_254	linear
LOC_2540	linear
LOC_2541	linear
LOC_2542	linear
LOC_2543	linear
LOC_2544	linear
LOC_2545	linear
LOC_2546	linear
LOC_2547	linear
LOC_2548	linear
LOC_2549	linear
LOC_255	linear
LOC_2550	linear
LOC_2551	linear
LOC_2552	linear
LOC_2553	linear
LOC_2554	linear
LOC_2555	linear
LOC_2556	linear
LOC_2557	linear
LOC_2558	linear
LOC_2559	linear
LOC_256	linear
LOC_2560	linear
LOC_2561	linear
LOC_2562	linear
LOC_2563	linear
LOC_2564	linear
LOC_2565	linear
LOC_2566	linear
LOC_2567	linear
LOC_2568	linear
LOC_2569	linear
LOC_257	linear
LOC_2570	linear
LOC_2571	linear
LOC_2572	linear
LOC_2573	linear
LOC_2574	linear
LOC_2575	linear
LOC_2576	linear
LOC_2577	linear
LOC_2578	linear
LOC_2579	linear
LOC_258	linear
LOC_2580	linear
LOC_2581	linear
LOC_2582	linear
LOC_2583	linear
LOC_2584	linear
LOC_2585	linear
LOC_2586	linear
LOC_2587	linear
LOC_2588	linear
LOC_2589	linear
LOC_259	linear
LOC_2590	linear
LOC_2591	linear
LOC_2592	linear
LOC_2593	linear
LOC_2594	linear
LOC_2595	linear
LOC_2596	linear
LOC_2597	linear
LOC_2598	linear
LOC_2599	linear
LOC_26	linear
LOC_260	linear
LOC_2600	linear
LOC_2601	linear
LOC_2602	linear
LOC_2603	linear
LOC_2604	linear
LOC_2605	linear
LOC_2606	linear
LOC_2607	linear
LOC_2608	linear
LOC_2609	linear
LOC_261	linear
LOC_2610	linear
LOC_2611	linear
LOC_2612	linear
LOC_2613	linear
LOC_2614	linear
LOC_2615	linear
LOC_2616	linear
LOC_2617	linear
LOC_2618	linear
LOC_2619	linear
LOC_262	linear
LOC_2620	linear
LOC_2621	linear
LOC_2622	linear
LOC_2623	linear
LOC_2624	linear
LOC_2625	linear
LOC_2626	linear
LOC_2627	linear
LOC_2628	linear
LOC_2629	linear
LOC_263	linear
LOC_2630	linear
LOC_2631	linear
LOC_2632	linear
LOC_2633	linear
LOC_2634	linear
LOC_2635	linear
LOC_2636	linear
LOC_2637	linear
LOC_2638	linear
LOC_2639	linear
LOC_264	linear
LOC_2640	linear
LOC_2641	linear
LOC_2642	linear
LOC_2643	linear
LOC_2644	linear
LOC_2645	linear
LOC_2646	linear
LOC_2647	linear
LOC_2648	linear
LOC_2649	linear
LOC_265	linear
LOC_2650	linear
LOC_2651	linear
LOC_2652	linear
LOC_2653	linear
LOC_2654	linear
LOC_2655	linear
LOC_2656	linear
LOC_2657	linear
LOC_2658	linear
LOC_2659	linear
LOC_266	linear
LOC_2660	linear
LOC_2661	linear
LOC_2662	linear
LOC_2663	linear
LOC_2664	linear
LOC_2665	linear
LOC_2666	linear
LOC_2667	linear
LOC_2668	linear
LOC_2669	linear
LOC_267	linear
LOC_2670	linear
LOC_2671	linear
LOC_2672	linear
LOC_2673	linear
LOC_2674	linear
LOC_2675	linear
LOC_2676	linear
LOC_2677	linear
LOC_2678	linear
LOC_2679	linear
LOC_268	linear
LOC_2680	linear
LOC_2681	linear
LOC_2682	linear
LOC_2683	linear
LOC_2684	linear
LOC_2685	linear
LOC_2686	linear
LOC_2687	linear
LOC_2688	linear
LOC_2689	linear
LOC_269	linear
LOC_2690	linear
LOC_2691	linear
LOC_2692	linear
LOC_2693	linear
LOC_2694	linear
LOC_2695	linear
LOC_2696	linear
LOC_2697	linear
LOC_2698	linear
LOC_2699	linear
LOC_27	linear
LOC_270	linear
LOC_2700	linear
LOC_2701	linear
LOC_2702	linear
LOC_2703	linear
LOC_2704	linear
LOC_2705	linear
LOC_2706	linear
LOC_2707	linear
LOC_2708	linear
LOC_2709	linear
LOC_271	linear
LOC_2710	linear
LOC_2711	linear
LOC_2712	linear
LOC_2713	linear
LOC_2714	linear
LOC_2715	linear
LOC_2716	linear
LOC_2717	linear
LOC_2718	linear
LOC_2719	linear
LOC_272	linear
LOC_2720	linear
LOC_2721	linear
LOC_2722	linear
LOC_2723	linear
LOC_2724	linear
LOC_2725	linear
LOC_2726	linear
LOC_2727	linear
LOC_2728	linear
LOC_2729	linear
LOC_273	linear
LOC_2730	linear
LOC_2731	linear
LOC_2732	linear
LOC_2733	linear
LOC_2734	linear
LOC_2735	linear
LOC_2736	linear
LOC_2737	linear
LOC_2738	linear
LOC_2739	linear
LOC_274	linear
LOC_2740	linear
LOC_2741	linear
LOC_2742	linear
LOC_2743	linear
LOC_2744	linear
LOC_2745	linear
LOC_2746	linear
LOC_2747	linear
LOC_2748	linear
LOC_2749	linear
LOC_275	linear
LOC_2750	linear
LOC_2751	linear
LOC_2752	linear
LOC_2753	linear
LOC_2754	linear
LOC_2755	linear
LOC_2756	linear
LOC_2757	linear
LOC_2758	linear
LOC_2759	linear
LOC_276	linear
LOC_2760	linear
LOC_2761	linear
LOC_2762	linear
LOC_2763	linear
LOC_2764	linear
LOC_2765	linear
LOC_2766	linear
LOC_2767	linear
LOC_2768	linear
LOC_2769	linear
LOC_277	linear
LOC_2770	linear
LOC_2771	linear
LOC_2772	linear
LOC_2773	linear
LOC_2774	linear
LOC_2775	linear
LOC_2776	linear
LOC_2777	linear
LOC_2778	linear
LOC_2779	linear
LOC_278	linear
LOC_2780	linear
LOC_2781	linear
LOC_2782	linear
LOC_2783	linear
LOC_2784	linear
LOC_2785	linear
LOC_2786	linear
LOC_2787	linear
LOC_2788	linear
LOC_2789	linear
LOC_279	linear
LOC_2790	linear
LOC_2791	linear
LOC_2792	linear
LOC_2793	linear
LOC_2794	linear
LOC_2795	linear
LOC_2796	linear
LOC_2797	linear
LOC_2798	linear
LOC_2799	linear
LOC_28	linear
LOC_280	linear
LOC_2800	linear
LOC_2801	linear
LOC_2802	linear
LOC_2803	linear
LOC_2804	linear
LOC_2805	linear
LOC_2806	linear
LOC_2807	linear
LOC_2808	linear
LOC_2809	linear
LOC_281	linear
LOC_2810	linear
LOC_2811	linear
LOC_2812	linear
LOC_2813	linear
LOC_2814	linear
LOC_2815	linear
LOC_2816	linear
LOC_2817	linear
LOC_2818	linear
LOC_2819	linear
LOC_282	linear
LOC_2820	linear
LOC_2821	linear
LOC_2822	linear
LOC_2823	linear
LOC_2824	linear
LOC_2825	linear
LOC_2826	linear
LOC_2827	linear
LOC_2828	linear
LOC_2829	linear
LOC_283	linear
LOC_2830	linear
LOC_2831	linear
LOC_2832	linear
LOC_2833	linear
LOC_2834	linear
LOC_2835	linear
LOC_2836	linear
LOC_2837	linear
LOC_2838	linear
LOC_2839	linear
LOC_284	linear
LOC_2840	linear
LOC_2841	linear
LOC_2842	linear
LOC_2843	linear
LOC_2844	linear
LOC_2845	linear
LOC_2846	linear
LOC_2847	linear
LOC_2848	linear
LOC_2849	linear
LOC_285	linear
LOC_2850	linear
LOC_2851	linear
LOC_2852	linear
LOC_2853	linear
LOC_2854	linear
LOC_2855	linear
LOC_2856	linear
LOC_2857	linear
LOC_2858	linear
LOC_2859	linear
LOC_286	linear
LOC_2860	linear
LOC_2861	linear
LOC_2862	linear
LOC_2863	linear
LOC_2864	linear
LOC_2865	linear
LOC_2866	linear
LOC_2867	linear
LOC_2868	linear
LOC_2869	linear
LOC_287	linear
LOC_2870	linear
LOC_2871	linear
LOC_2872	linear
LOC_2873	linear
LOC_2874	linear
LOC_2875	linear
LOC_2876	linear
LOC_2877	linear
LOC_2878	linear
LOC_2879	linear
LOC_288	linear
LOC_2880	linear
LOC_2881	linear
LOC_2882	linear
LOC_2883	linear
LOC_2884	linear
LOC_2885	linear
LOC_2886	linear
LOC_2887	linear
LOC_2888	linear
LOC_2889	linear
LOC_289	linear
LOC_2890	linear
LOC_2891	linear
LOC_2892	linear
LOC_2893	linear
LOC_2894	linear
LOC_2895	linear
LOC_2896	linear
LOC_2897	linear
LOC_2898	linear
LOC_2899	linear
LOC_29	linear
LOC_290	linear
LOC_2900	linear
LOC_2901	linear
LOC_2902	linear
LOC_2903	linear
LOC_2904	linear
LOC_2905	linear
LOC_2906	linear
LOC_2907	linear
LOC_2908	linear
LOC_2909	linear
LOC_291	linear
LOC_2910	linear
LOC_2911	linear
LOC_2912	linear
LOC_2913	linear
LOC_2914	linear
LOC_2915	linear
LOC_2916	linear
LOC_2917	linear
LOC_2918	linear
LOC_2919	linear
LOC_292	linear
LOC_2920	linear
LOC_2921	linear
LOC_2922	linear
LOC_2923	linear
LOC_2924	linear
LOC_2925	linear
LOC_2926	linear
LOC_2927	linear
LOC_2928	linear
LOC_2929	linear
LOC_293	linear
LOC_2930	linear
LOC_2931	linear
LOC_2932	linear
LOC_2933	linear
LOC_2934	linear
LOC_2935	linear
LOC_2936	linear
LOC_2937	linear
LOC_2938	linear
LOC_2939	linear
LOC_294	linear
LOC_2940	linear
LOC_2941	linear
LOC_2942	linear
LOC_2943	linear
LOC_2944	linear
LOC_2945	linear
LOC_2946	linear
LOC_2947	linear
LOC_2948	linear
LOC_2949	linear
LOC_295	linear
LOC_2950	linear
LOC_2951	linear
LOC_2952	linear
LOC_2953	linear
LOC_2954	linear
LOC_2955	linear
LOC_2956	linear
LOC_2957	linear
LOC_2958	linear
LOC_2959	linear
LOC_296	linear
LOC_2960	linear
LOC_2961	linear
LOC_2962	linear
LOC_2963	linear
LOC_2964	linear
LOC_2965	linear
LOC_2966	linear
LOC_2967	linear
LOC_2968	linear
LOC_2969	linear
LOC_297	linear
LOC_2970	linear
LOC_2971	linear
LOC_2972	linear
LOC_2973	linear
LOC_2974	linear
LOC_2975	linear
LOC_2976	linear
LOC_2977	linear
LOC_2978	linear
LOC_2979	linear
LOC_298	linear
LOC_2980	linear
LOC_2981	linear
LOC_2982	linear
LOC_2983	linear
LOC_2984	linear
LOC_2985	linear
LOC_2986	linear
LOC_2987	linear
LOC_2988	linear
LOC_2989	linear
LOC_299	linear
LOC_2990	linear
LOC_2991	linear
LOC_2992	linear
LOC_2993	linear
LOC_2994	linear
LOC_2995	linear
LOC_2996	linear
LOC_2997	linear
LOC_2998	linear
LOC_2999	linear
LOC_3	linear
LOC_30	linear
LOC_300	linear
LOC_3000	linear
LOC_3001	linear
LOC_3002	linear
LOC_3003	linear
LOC_3004	linear
LOC_3005	linear
LOC_3006	linear
LOC_3007	linear
LOC_3008	linear
LOC_3009	linear
LOC_301	linear
LOC_3010	linear
LOC_3011	linear
LOC_3012	linear
LOC_3013	linear
LOC_3014	linear
LOC_3015	linear
LOC_3016	linear
LOC_3017	linear
LOC_3018	linear
LOC_3019	linear
LOC_302	linear
LOC_3020	linear
LOC_3021	linear
LOC_3022	linear
LOC_3023	linear
LOC_3024	linear
LOC_3025	linear
LOC_3026	linear
LOC_3027	linear
LOC_3028	linear
LOC_3029	linear
LOC_303	linear
LOC_3030	linear
LOC_3031	linear
LOC_3032	linear
LOC_3033	linear
LOC_3034	linear
LOC_3035	linear
LOC_3036	linear
LOC_3037	linear
LOC_3038	linear
LOC_3039	linear
LOC_304	linear
LOC_3040	linear
LOC_3041	linear
LOC_3042	linear
LOC_3043	linear
LOC_3044	linear
LOC_3045	linear
LOC_3046	linear
LOC_3047	linear
LOC_3048	linear
LOC_3049	linear
LOC_305	linear
LOC_3050	linear
LOC_3051	linear
LOC_3052	linear
LOC_3053	linear
LOC_3054	linear
LOC_3055	linear
LOC_3056	linear
LOC_3057	linear
LOC_3058	linear
LOC_3059	linear
LOC_306	linear
LOC_3060	linear
LOC_3061	linear
LOC_3062	linear
LOC_3063	linear
LOC_3064	linear
LOC_3065	linear
LOC_3066	linear
LOC_3067	linear
LOC_3068	linear
LOC_3069	linear
LOC_307	linear
LOC_3070	linear
LOC_3071	linear
LOC_3072	linear
LOC_3073	linear
LOC_3074	linear
LOC_3075	linear
LOC_3076	linear
LOC_3077	linear
LOC_3078	linear
LOC_3079	linear
LOC_308	linear
LOC_3080	linear
LOC_3081	linear
LOC_3082	linear
LOC_3083	linear
LOC_3084	linear
LOC_3085	linear
LOC_3086	linear
LOC_3087	linear
LOC_3088	linear
LOC_3089	linear
LOC_309	linear
LOC_3090	linear
LOC_3091	linear
LOC_3092	linear
LOC_3093	linear
LOC_3094	linear
LOC_3095	linear
LOC_3096	linear
LOC_3097	linear
LOC_3098	linear
LOC_3099	linear
LOC_31	linear
LOC_310	linear
LOC_3100	linear
LOC_3101	linear
LOC_3102	linear
LOC_3103	linear
LOC_3104	linear
LOC_3105	linear
LOC_3106	linear
LOC_3107	linear
LOC_3108	linear
LOC_3109	linear
LOC_311	linear
LOC_3110	linear
LOC_3111	linear
LOC_3112	linear
LOC_3113	linear
LOC_3114	linear
LOC_3115	linear
LOC_3116	linear
LOC_3117	linear
LOC_3118	linear
LOC_3119	linear
LOC_312	linear
LOC_3120	linear
LOC_3121	linear
LOC_3122	linear
LOC_3123	linear
LOC_3124	linear
LOC_3125	linear
LOC_3126	linear
LOC_3127	linear
LOC_3128	linear
LOC_3129	linear
LOC_313	linear
LOC_3130	linear
LOC_3131	linear
LOC_3132	linear
LOC_3133	linear
LOC_3134	linear
LOC_3135	linear
LOC_3136	linear
LOC_3137	linear
LOC_3138	linear
LOC_3139	linear
LOC_314	linear
LOC_3140	linear
LOC_3141	linear
LOC_3142	linear
LOC_3143	linear
LOC_3144	linear
LOC_3145	linear
LOC_3146	linear
LOC_3147	linear
LOC_3148	linear
LOC_3149	linear
LOC_315	linear
LOC_3150	linear
LOC_3151	linear
LOC_3152	linear
LOC_3153	linear
LOC_3154	linear
LOC_3155	linear
LOC_3156	linear
LOC_3157	linear
LOC_3158	linear
LOC_3159	linear
LOC_316	linear
LOC_3160	linear
LOC_3161	linear
LOC_3162	linear
LOC_3163	linear
LOC_3164	linear
LOC_3165	linear
LOC_3166	linear
LOC_3167	linear
LOC_3168	linear
LOC_3169	linear
LOC_317	linear
LOC_3170	linear
LOC_3171	linear
LOC_3172	linear
LOC_3173	linear
LOC_3174	linear
LOC_3175	linear
LOC_3176	linear
LOC_3177	linear
LOC_3178	linear
LOC_3179	linear
LOC_318	linear
LOC_3180	linear
LOC_3181	linear
LOC_3182	linear
LOC_3183	linear
LOC_3184	linear
LOC_3185	linear
LOC_3186	linear
LOC_3187	linear
LOC_3188	linear
LOC_3189	linear
LOC_319	linear
LOC_3190	linear
LOC_3191	linear
LOC_3192	linear
LOC_3193	linear
LOC_3194	linear
LOC_3195	linear
LOC_3196	linear
LOC_3197	linear
LOC_3198	linear
LOC_3199	linear
LOC_32	linear
LOC_320	linear
LOC_3200	linear
LOC_3201	linear
LOC_3202	linear
LOC_3203	linear
LOC_3204	linear
LOC_3205	linear
LOC_3206	linear
LOC_3207	linear
LOC_3208	linear
LOC_3209	linear
LOC_321	linear
LOC_3210	linear
LOC_3211	linear
LOC_3212	linear
LOC_3213	linear
LOC_3214	linear
LOC_3215	linear
LOC_3216	linear
LOC_3217	linear
LOC_3218	linear
LOC_3219	linear
LOC_322	linear
LOC_3220	linear
LOC_3221	linear
LOC_3222	linear
LOC_3223	linear
LOC_3224	linear
LOC_3225	linear
LOC_3226	linear
LOC_3227	linear
LOC_3228	linear
LOC_3229	linear
LOC_323	linear
LOC_3230	linear
LOC_3231	linear
LOC_3232	linear
LOC_3233	linear
LOC_3234	linear
LOC_3235	linear
LOC_3236	linear
LOC_3237	linear
LOC_3238	linear
LOC_3239	linear
LOC_324	linear
LOC_3240	linear
LOC_3241	linear
LOC_3242	linear
LOC_3243	linear
LOC_3244	linear
LOC_3245	linear
LOC_3246	linear
LOC_3247	linear
LOC_3248	linear
LOC_3249	linear
LOC_325	linear
LOC_3250	linear
LOC_3251	linear
LOC_3252	linear
LOC_3253	linear
LOC_3254	linear
LOC_3255	linear
LOC_3256	linear
LOC_3257	linear
LOC_3258	linear
LOC_3259	linear
LOC_326	linear
LOC_3260	linear
LOC_3261	linear
LOC_3262	linear
LOC_3263	linear
LOC_3264	linear
LOC_3265	linear
LOC_3266	linear
LOC_3267	linear
LOC_3268	linear
LOC_3269	linear
LOC_327	linear
LOC_3270	linear
LOC_3271	linear
LOC_3272	linear
LOC_3273	linear
LOC_3274	linear
LOC_3275	linear
LOC_3276	linear
LOC_3277	linear
LOC_3278	linear
LOC_3279	linear
LOC_328	linear
LOC_3280	linear
LOC_3281	linear
LOC_3282	linear
LOC_3283	linear
LOC_3284	linear
LOC_3285	linear
LOC_3286	linear
LOC_3287	linear
LOC_3288	linear
LOC_3289	linear
LOC_329	linear
LOC_3290	linear
LOC_3291	linear
LOC_3292	linear
LOC_3293	linear
LOC_3294	linear
LOC_3295	linear
LOC_3296	linear
LOC_3297	linear
LOC_3298	linear
LOC_3299	linear
LOC_33	linear
LOC_330	linear
LOC_3300	linear
LOC_3301	linear
LOC_3302	linear
LOC_3303	linear
LOC_3304	linear
LOC_3305	linear
LOC_3306	linear
LOC_3307	linear
LOC_3308	linear
LOC_3309	linear
LOC_331	linear
LOC_3310	linear
LOC_3311	linear
LOC_3312	linear
LOC_3313	linear
LOC_3314	linear
LOC_3315	linear
LOC_3316	linear
LOC_3317	linear
LOC_3318	linear
LOC_3319	linear
LOC_332	linear
LOC_3320	linear
LOC_3321	linear
LOC_3322	linear
LOC_3323	linear
LOC_3324	linear
LOC_3325	linear
LOC_3326	linear
LOC_3327	linear
LOC_3328	linear
LOC_3329	linear
LOC_333	linear
LOC_3330	linear
LOC_3331	linear
LOC_3332	linear
LOC_3333	linear
LOC_3334	linear
LOC_3335	linear
LOC_3336	linear
LOC_3337	linear
LOC_3338	linear
LOC_3339	linear
LOC_334	linear
LOC_3340	linear
LOC_3341	linear
LOC_3342	linear
LOC_3343	linear
LOC_3344	linear
LOC_3345	linear
LOC_3346	linear
LOC_3347	linear
LOC_3348	linear
LOC_3349	linear
LOC_335	linear
LOC_3350	linear
LOC_3351	linear
LOC_3352	linear
LOC_3353	linear
LOC_3354	linear
LOC_3355	linear
LOC_3356	linear
LOC_3357	linear
LOC_3358	linear
LOC_3359	linear
LOC_336	linear
LOC_3360	linear
LOC_3361	linear
LOC_3362	linear
LOC_3363	linear
LOC_3364	linear
LOC_3365	linear
LOC_3366	linear
LOC_3367	linear
LOC_3368	linear
LOC_3369	linear
LOC_337	linear
LOC_3370	linear
LOC_3371	linear
LOC_3372	linear
LOC_3373	linear
LOC_3374	linear
LOC_3375	linear
LOC_3376	linear
LOC_3377	linear
LOC_3378	linear
LOC_3379	linear
LOC_338	linear
LOC_3380	linear
LOC_3381	linear
LOC_3382	linear
LOC_3383	linear
LOC_3384	linear
LOC_3385	linear
LOC_3386	linear
LOC_3387	linear
LOC_3388	linear
LOC_3389	linear
LOC_339	linear
LOC_3390	linear
LOC_3391	linear
LOC_3392	linear
LOC_3393	linear
LOC_3394	linear
LOC_3395	linear
LOC_3396	linear
LOC_3397	linear
LOC_3398	linear
LOC_3399	linear
LOC_34	linear
LOC_340	linear
LOC_3400	linear
LOC_3401	linear
LOC_3402	linear
LOC_3403	linear
LOC_3404	linear
LOC_3405	linear
LOC_3406	linear
LOC_3407	linear
LOC_3408	linear
LOC_3409	linear
LOC_341	linear
LOC_3410	linear
LOC_3411	linear
LOC_3412	linear
LOC_3413	linear
LOC_3414	linear
LOC_3415	linear
LOC_3416	linear
LOC_3417	linear
LOC_3418	linear
LOC_3419	linear
LOC_342	linear
LOC_3420	linear
LOC_3421	linear
LOC_3422	linear
LOC_3423	linear
LOC_3424	linear
LOC_3425	linear
LOC_3426	linear
LOC_3427	linear
LOC_3428	linear
LOC_3429	linear
LOC_343	linear
LOC_3430	linear
LOC_3431	linear
LOC_3432	linear
LOC_3433	linear
LOC_3434	linear
LOC_3435	linear
LOC_3436	linear
LOC_3437	linear
LOC_3438	linear
LOC_3439	linear
LOC_344	linear
LOC_3440	linear
LOC_3441	linear
LOC_3442	linear
LOC_3443	linear
LOC_3444	linear
LOC_3445	linear
LOC_3446	linear
LOC_3447	linear
LOC_3448	linear
LOC_3449	linear
LOC_345	linear
LOC_3450	linear
LOC_3451	linear
LOC_3452	linear
LOC_3453	linear
LOC_3454	linear
LOC_3455	linear
LOC_3456	linear
LOC_3457	linear
LOC_3458	linear
LOC_3459	linear
LOC_346	linear
LOC_3460	linear
LOC_3461	linear
LOC_3462	linear
LOC_3463	linear
LOC_3464	linear
LOC_3465	linear
LOC_3466	linear
LOC_3467	linear
LOC_3468	linear
LOC_3469	linear
LOC_347	linear
LOC_3470	linear
LOC_3471	linear
LOC_3472	linear
LOC_3473	linear
LOC_3474	linear
LOC_3475	linear
LOC_3476	linear
LOC_3477	linear
LOC_3478	linear
LOC_3479	linear
LOC_348	linear
LOC_3480	linear
LOC_3481	linear
LOC_3482	linear
LOC_3483	linear
LOC_3484	linear
LOC_3485	linear
LOC_3486	linear
LOC_3487	linear
LOC_3488	linear
LOC_3489	linear
LOC_349	linear
LOC_3490	linear
LOC_3491	linear
LOC_3492	linear
LOC_3493	linear
LOC_3494	linear
LOC_3495	linear
LOC_3496	linear
LOC_3497	linear
LOC_3498	linear
LOC_3499	linear
LOC_35	linear
LOC_350	linear
LOC_3500	linear
LOC_3501	linear
LOC_3502	linear
LOC_3503	linear
LOC_3504	linear
LOC_3505	linear
LOC_3506	linear
LOC_3507	linear
LOC_3508	linear
LOC_3509	linear
LOC_351	linear
LOC_3510	linear
LOC_3511	linear
LOC_3512	linear
LOC_3513	linear
LOC_3514	linear
LOC_3515	linear
LOC_3516	linear
LOC_3517	linear
LOC_3518	linear
LOC_3519	linear
LOC_352	linear
LOC_3520	linear
LOC_3521	linear
LOC_3522	linear
LOC_3523	linear
LOC_3524	linear
LOC_3525	linear
LOC_3526	linear
LOC_3527	linear
LOC_3528	linear
LOC_3529	linear
LOC_353	linear
LOC_3530	linear
LOC_3531	linear
LOC_3532	linear
LOC_3533	linear
LOC_3534	linear
LOC_3535	linear
LOC_3536	linear
LOC_3537	linear
LOC_3538	linear
LOC_3539	linear
LOC_354	linear
LOC_3540	linear
LOC_3541	linear
LOC_3542	linear
LOC_3543	linear
LOC_3544	linear
LOC_3545	linear
LOC_3546	linear
LOC_3547	linear
LOC_3548	linear
LOC_3549	linear
LOC_355	linear
LOC_3550	linear
LOC_3551	linear
LOC_3552	linear
LOC_3553	linear
LOC_3554	linear
LOC_3555	linear
LOC_3556	linear
LOC_3557	linear
LOC_3558	linear
LOC_3559	linear
LOC_356	linear
LOC_3560	linear
LOC_3561	linear
LOC_3562	linear
LOC_3563	linear
LOC_3564	linear
LOC_3565	linear
LOC_3566	linear
LOC_3567	linear
LOC_3568	linear
LOC_3569	linear
LOC_357	linear
LOC_3570	linear
LOC_3571	linear
LOC_3572	linear
LOC_3573	linear
LOC_3574	linear
LOC_3575	linear
LOC_3576	linear
LOC_3577	linear
LOC_3578	linear
LOC_3579	linear
LOC_358	linear
LOC_3580	linear
LOC_3581	linear
LOC_3582	linear
LOC_3583	linear
LOC_3584	linear
LOC_3585	linear
LOC_3586	linear
LOC_3587	linear
LOC_3588	linear
LOC_3589	linear
LOC_359	linear
LOC_3590	linear
LOC_3591	linear
LOC_3592	linear
LOC_3593	linear
LOC_3594	linear
LOC_3595	linear
LOC_3596	linear
LOC_3597	linear
LOC_3598	linear
LOC_3599	linear
LOC_36	linear
LOC_360	linear
LOC_3600	linear
LOC_3601	linear
LOC_3602	linear
LOC_3603	linear
LOC_3604	linear
LOC_3605	linear
LOC_3606	linear
LOC_3607	linear
LOC_3608	linear
LOC_3609	linear
LOC_361	linear
LOC_3610	linear
LOC_3611	linear
LOC_3612	linear
LOC_3613	linear
LOC_3614	linear
LOC_3615	linear
LOC_3616	linear
LOC_3617	linear
LOC_3618	linear
LOC_3619	linear
LOC_362	linear
LOC_3620	linear
LOC_3621	linear
LOC_3622	linear
LOC_3623	linear
LOC_3624	linear
LOC_3625	linear
LOC_3626	linear
LOC_3627	linear
LOC_3628	linear
LOC_3629	linear
LOC_363	linear
LOC_3630	linear
LOC_3631	linear
LOC_3632	linear
LOC_3633	linear
LOC_3634	linear
LOC_3635	linear
LOC_3636	linear
LOC_3637	linear
LOC_3638	linear
LOC_3639	linear
LOC_364	linear
LOC_3640	linear
LOC_3641	linear
LOC_3642	linear
LOC_3643	linear
LOC_3644	linear
LOC_3645	linear
LOC_3646	linear
LOC_3647	linear
LOC_3648	linear
LOC_3649	linear
LOC_365	linear
LOC_3650	linear
LOC_3651	linear
LOC_3652	linear
LOC_3653	linear
LOC_3654	linear
LOC_3655	linear
LOC_3656	linear
LOC_3657	linear
LOC_3658	linear
LOC_3659	linear
LOC_366	linear
LOC_3660	linear
LOC_3661	linear
LOC_3662	linear
LOC_3663	linear
LOC_3664	linear
LOC_3665	linear
LOC_3666	linear
LOC_3667	linear
LOC_3668	linear
LOC_3669	linear
LOC_367	linear
LOC_3670	linear
LOC_3671	linear
LOC_3672	linear
LOC_3673	linear
LOC_3674	linear
LOC_3675	linear
LOC_3676	linear
LOC_3677	linear
LOC_3678	linear
LOC_3679	linear
LOC_368	linear
LOC_3680	linear
LOC_3681	linear
LOC_3682	linear
LOC_3683	linear
LOC_3684	linear
LOC_3685	linear
LOC_3686	linear
LOC_3687	linear
LOC_3688	linear
LOC_3689	linear
LOC_369	linear
LOC_3690	linear
LOC_3691	linear
LOC_3692	linear
LOC_3693	linear
LOC_3694	linear
LOC_3695	linear
LOC_3696	linear
LOC_3697	linear
LOC_3698	linear
LOC_3699	linear
LOC_37	linear
LOC_370	linear
LOC_3700	linear
LOC_3701	linear
LOC_3702	linear
LOC_3703	linear
LOC_3704	linear
LOC_3705	linear
LOC_3706	linear
LOC_3707	linear
LOC_3708	linear
LOC_3709	linear
LOC_371	linear
LOC_3710	linear
